region	Oct4	Sox2
chr14:67393207-67393307	1	0
chr14:67673415-67673515	0	1
chr14:68838919-68839019	1	0
chr14:68842316-68842416	1	0
chr14:69017388-69017488	1	0
chr14:69157209-69157309	0	1
chr14:69880804-69880904	0	0
chr14:71962962-71963062	0	0
chr14:71964909-71965009	0	0
chr14:71967598-71967698	1	0
chr14:75770378-75770478	1	0
chr14:76977956-76978056	0	1
chr14:78911819-78911919	0	1
chr14:79715132-79715232	1	0
chr14:79775171-79775271	0	1
chr14:80942510-80942610	0	0
chr14:85303059-85303159	0	0
chr14:85484334-85484434	0	0
chr14:86611407-86611507	1	0
chr14:86858524-86858624	0	1
chr14:87216920-87217020	1	0
chr14:87393034-87393134	0	1
chr14:90130580-90130680	0	0
chr14:94605831-94605931	0	0
chr14:96192045-96192145	0	0
chr14:96598852-96598952	1	0
chr14:97139527-97139627	0	0
chr14:97418870-97418970	1	0
chr14:97743020-97743120	0	0
chr14:97863028-97863128	1	0
chr14:98247093-98247193	0	1
chr14:98308428-98308528	1	0
chr14:98386487-98386587	1	0
chr14:98575114-98575214	0	1
chr14:99489342-99489442	0	1
chr14:99736612-99736712	0	1
chr14:100289763-100289863	0	0
chr14:101245193-101245293	1	0
chr14:101274357-101274457	0	0
chr14:101501546-101501646	0	0
chr14:103178406-103178506	1	0
chr14:105051319-105051419	0	1
chr14:105432593-105432693	0	1
chr14:105675883-105675983	1	0
chr14:105763462-105763562	0	0
chr14:106451892-106451992	0	1
chr14:112362788-112362888	0	0
chr14:115418297-115418397	1	0
chr14:117033374-117033474	0	1
chr14:117628358-117628458	0	1
chr14:118693898-118693998	0	0
chr14:119535318-119535418	0	0
chr14:120084879-120084979	1	0
chr14:120363203-120363303	0	1
chr14:120396054-120396154	0	0
chr14:122344319-122344419	0	1
chr14:123037565-123037665	1	0
chr14:123340784-123340884	0	0
chr14:124755608-124755708	0	1
chr15:1645726-1645826	0	0
chr15:2993496-2993596	0	0
chr15:3412355-3412455	0	0
chr15:3906690-3906790	0	0
chr15:4040888-4040988	0	0
chr15:4234649-4234749	0	1
chr15:4728769-4728869	0	0
chr15:5568372-5568472	0	1
chr15:6091855-6091955	0	0
chr15:7929782-7929882	0	1
chr15:8745250-8745350	0	0
chr15:8945427-8945527	1	0
chr15:9040431-9040531	0	0
chr15:9454375-9454475	1	0
chr15:9472445-9472545	0	0
chr15:9655181-9655281	1	0
chr15:9687185-9687285	1	0
chr15:10248480-10248580	1	0
chr15:10385585-10385685	0	0
chr15:11371057-11371157	0	1
chr15:11390414-11390514	0	1
chr15:12138127-12138227	1	0
chr15:13024382-13024482	1	0
chr15:13394523-13394623	1	0
chr15:15360120-15360220	1	0
chr15:16244243-16244343	1	0
chr15:16787207-16787307	0	1
chr15:17909120-17909220	1	0
chr15:18250955-18251055	1	0
chr15:19121729-19121829	1	0
chr15:19817914-19818014	0	0
chr15:22435207-22435307	1	0
chr15:22647445-22647545	0	1
chr15:23098869-23098969	1	0
chr15:26027209-26027309	1	0
chr15:26382388-26382488	0	1
chr15:28382584-28382684	1	0
chr15:29488208-29488308	0	1
chr15:31571318-31571418	1	0
chr15:32052223-32052323	1	0
chr15:32408046-32408146	0	0
chr15:33251171-33251271	0	1
chr15:33488114-33488214	0	0
chr15:34028925-34029025	0	1
chr15:34771086-34771186	0	1
chr15:35294013-35294113	1	0
chr15:36042065-36042165	0	0
chr15:37359863-37359963	0	0
chr15:37568347-37568447	0	0
chr15:37574378-37574478	0	1
chr15:38125990-38126090	1	0
chr15:41193144-41193244	1	0
chr15:42281099-42281199	0	1
chr15:42297677-42297777	0	1
chr15:43364364-43364464	1	0
chr15:43634997-43635097	0	1
chr15:44070987-44071087	0	1
chr15:45178843-45178943	0	1
chr15:45869600-45869700	0	0
chr15:46403059-46403159	0	1
chr15:47109104-47109204	0	0
chr15:47109937-47110037	1	0
chr15:47454952-47455052	0	1
chr15:47767375-47767475	0	0
chr15:49957780-49957880	1	0
chr15:50421035-50421135	0	0
chr15:52129647-52129747	0	1
chr15:52532005-52532105	0	1
chr15:52681324-52681424	0	1
chr15:52797666-52797766	1	0
chr15:53647072-53647172	1	0
chr15:53662563-53662663	0	0
chr15:53682754-53682854	0	1
chr15:55609283-55609383	0	0
chr15:56446452-56446552	1	0
chr15:56556753-56556853	0	0
chr15:56949350-56949450	0	1
chr15:57001153-57001253	0	1
chr15:57097515-57097615	1	0
chr15:57239927-57240027	0	1
chr15:58611559-58611659	1	0
chr15:58764856-58764956	0	0
chr15:59357706-59357806	0	1
chr15:60306814-60306914	0	1
chr15:60444472-60444572	0	0
chr15:60522441-60522541	0	1
chr15:60540127-60540227	1	0
chr15:63788788-63788888	1	0
chr15:65791312-65791412	0	1
chr15:66331414-66331514	1	0
chr15:66767293-66767393	1	0
chr15:67199537-67199637	0	0
chr15:67532976-67533076	0	0
chr15:68305085-68305185	0	0
chr15:69252246-69252346	0	1
chr15:69475713-69475813	0	0
chr15:71125473-71125573	1	0
chr15:71606850-71606950	1	0
chr15:75079550-75079650	0	1
chr15:80357484-80357584	1	0
chr15:82910700-82910800	1	0
chr15:83340702-83340802	0	0
chr15:83574466-83574566	1	0
chr15:83821667-83821767	0	0
chr15:85591271-85591371	1	0
chr15:86583833-86583933	0	0
chr15:87274206-87274306	0	0
chr15:90908480-90908580	0	1
chr15:91308450-91308550	0	1
chr15:92232866-92232966	1	0
chr15:92798341-92798441	0	0
chr15:93196230-93196330	0	0
chr15:96217822-96217922	0	1
chr15:96259126-96259226	0	0
chr15:96997057-96997157	1	0
chr15:97077191-97077291	0	0
chr15:100688652-100688752	1	0
chr15:101040601-101040701	0	0
chr15:101239558-101239658	1	0
chr16:1953931-1954031	0	0
chr16:3870083-3870183	1	0
chr16:5148821-5148921	0	0
chr16:5776034-5776134	0	1
chr16:6476281-6476381	1	0
chr16:6606146-6606246	0	0
chr16:8351974-8352074	0	1
chr16:9180782-9180882	0	1
chr16:9997513-9997613	0	1
chr16:10952009-10952109	0	1
chr16:11969793-11969893	0	0
chr16:12827583-12827683	1	0
chr16:14038979-14039079	0	1
chr16:14187291-14187391	0	0
chr16:14392549-14392649	0	0
chr16:14884004-14884104	0	0
chr16:14921157-14921257	0	0
chr16:14922240-14922340	1	0
chr16:15658346-15658446	1	0
chr16:16629919-16630019	0	1
chr16:19049662-19049762	0	1
chr16:19867941-19868041	1	0
chr16:21130397-21130497	0	0
chr16:22160618-22160718	0	1
chr16:23461217-23461317	0	1
chr16:24622645-24622745	0	0
chr16:25151420-25151520	0	1
chr16:25498571-25498671	0	0
chr16:27191204-27191304	1	0
chr16:29956334-29956434	0	1
chr16:30213781-30213881	1	0
chr16:36884817-36884917	1	0
chr16:37584811-37584911	0	1
chr16:39398374-39398474	0	0
chr16:39793409-39793509	0	1
chr16:41241882-41241982	1	0
chr16:41760526-41760626	1	0
chr16:43069540-43069640	0	1
chr16:43280001-43280101	1	0
chr16:43546882-43546982	0	1
chr16:45181808-45181908	0	1
chr16:46489419-46489519	0	1
chr16:46606549-46606649	0	0
chr16:46850372-46850472	1	0
chr16:46982725-46982825	0	1
chr16:47002807-47002907	0	1
chr16:47465007-47465107	0	0
chr16:48413386-48413486	0	0
chr16:50061834-50061934	1	0
chr16:50379027-50379127	1	0
chr16:50837211-50837311	1	0
chr16:51447089-51447189	1	0
chr16:51567547-51567647	0	1
chr16:52225940-52226040	0	0
chr16:54307373-54307473	0	1
chr16:55370511-55370611	1	0
chr16:55403728-55403828	0	1
chr16:56512835-56512935	0	1
chr16:58710420-58710520	0	1
chr16:58771119-58771219	0	0
chr16:58870418-58870518	0	0
chr16:59989663-59989763	0	0
chr16:61109447-61109547	0	0
chr16:63553363-63553463	0	1
chr16:63622465-63622565	0	0
chr16:63698441-63698541	1	0
chr16:63735038-63735138	1	0
chr16:64595119-64595219	0	1
chr16:65364947-65365047	1	0
chr16:65479183-65479283	0	0
chr16:66494424-66494524	1	0
chr16:66776244-66776344	0	1
chr16:67155877-67155977	0	0
chr16:68026609-68026709	0	0
chr16:68921165-68921265	0	0
chr16:70020890-70020990	1	0
chr16:70147939-70148039	0	1
chr16:70691023-70691123	1	0
chr16:71159872-71159972	1	0
chr16:71951613-71951713	0	1
chr16:72026778-72026878	1	0
chr16:72691454-72691554	1	0
chr16:73010195-73010295	1	0
chr16:73481559-73481659	0	1
chr16:73932754-73932854	0	0
chr16:74059397-74059497	1	0
chr16:75244038-75244138	1	0
chr16:76596893-76596993	0	1
chr16:76906935-76907035	1	0
chr16:76976127-76976227	0	0
chr16:77286701-77286801	0	0
chr16:77665147-77665247	0	0
chr16:78524050-78524150	0	0
chr16:79895458-79895558	0	0
chr16:80280194-80280294	0	1
chr16:81609790-81609890	0	0
chr16:81633006-81633106	0	0
chr16:81849614-81849714	0	0
chr16:85815392-85815492	0	1
chr16:85942795-85942895	0	0
chr16:86508984-86509084	0	0
chr16:86570786-86570886	0	0
chr16:87257617-87257717	0	0
chr16:93463342-93463442	1	0
chr16:94049483-94049583	1	0
chr16:94860178-94860278	0	1
chr16:95372234-95372334	1	0
chr16:97905076-97905176	0	0
chr17:996088-996188	0	0
chr17:1671201-1671301	0	0
chr17:2346464-2346564	0	0
chr17:2372341-2372441	0	0
chr17:4499922-4500022	0	0
chr17:4861981-4862081	0	0
chr17:8830976-8831076	1	0
chr17:12054346-12054446	1	0
chr17:13883688-13883788	0	0
chr17:14006457-14006557	0	0
chr17:15285653-15285753	1	0
chr17:15301077-15301177	1	0
chr17:15571089-15571189	0	1
chr17:16061162-16061262	1	0
chr17:16176694-16176794	0	1
chr17:17959708-17959808	1	0
chr17:20732975-20733075	0	0
chr17:20894767-20894867	0	1
chr17:21999245-21999345	0	0
chr17:22737388-22737488	1	0
chr17:23290765-23290865	1	0
chr17:23374695-23374795	0	1
chr17:23882398-23882498	0	0
chr17:23952446-23952546	0	0
chr17:26385879-26385979	0	0
chr17:26969512-26969612	1	0
chr17:28594602-28594702	0	0
chr17:31265804-31265904	0	0
chr17:33301776-33301876	0	1
chr17:33562561-33562661	0	1
chr17:33627137-33627237	0	0
chr17:33811664-33811764	0	1
chr17:35377788-35377888	0	0
chr17:35827964-35828064	1	0
chr17:40334134-40334234	0	1
chr17:40389169-40389269	1	0
chr17:41399917-41400017	1	0
chr17:41645311-41645411	1	0
chr17:42650839-42650939	0	0
chr17:42940691-42940791	1	0
chr17:43475485-43475585	0	0
chr17:44056766-44056866	0	0
chr17:44319772-44319872	1	0
chr17:44911726-44911826	0	1
chr17:45075468-45075568	1	0
chr17:49352481-49352581	1	0
chr17:49405110-49405210	0	0
chr17:50128605-50128705	0	0
chr17:51017420-51017520	0	1
chr17:51048430-51048530	1	0
chr17:51129706-51129806	0	0
chr17:52019702-52019802	0	1
chr17:52739397-52739497	0	1
chr17:52793667-52793767	0	0
chr17:53398450-53398550	1	0
chr17:53638511-53638611	1	0
chr17:54876125-54876225	0	1
chr17:55465316-55465416	0	1
chr17:55485775-55485875	1	0
chr17:55789617-55789717	1	0
chr17:57616163-57616263	1	0
chr17:58416090-58416190	1	0
chr17:59592835-59592935	1	0
chr17:60283514-60283614	0	0
chr17:61586704-61586804	1	0
chr17:63099189-63099289	0	1
chr17:63633641-63633741	1	0
chr17:64756609-64756709	1	0
chr17:64849488-64849588	0	0
chr17:65088113-65088213	0	0
chr17:65154475-65154575	0	0
chr17:65937848-65937948	0	0
chr17:65948864-65948964	1	0
chr17:67574383-67574483	0	1
chr17:67971719-67971819	1	0
chr17:69287746-69287846	1	0
chr17:69963884-69963984	0	1
chr17:71417454-71417554	1	0
chr17:71911411-71911511	1	0
chr17:71980923-71981023	0	0
chr17:72295604-72295704	1	0
chr17:73753933-73754033	1	0
chr17:74602575-74602675	1	0
chr17:76099386-76099486	1	0
chr17:78313382-78313482	1	0
chr17:81176174-81176274	0	0
chr17:82748210-82748310	0	1
chr17:84075710-84075810	0	0
chr17:85005855-85005955	1	0
chr17:85115755-85115855	1	0
chr17:86307950-86308050	0	0
chr17:86570876-86570976	1	0
chr17:86879362-86879462	0	0
chr17:87330945-87331045	1	0
chr17:87596175-87596275	1	0
chr17:88576953-88577053	0	1
chr17:90463417-90463517	1	0
chr17:90781862-90781962	0	0
chr17:90915577-90915677	1	0
chr17:91527878-91527978	0	1
chr17:92006303-92006403	1	0
chr17:93366974-93367074	0	1
chr17:93531331-93531431	0	1
chr17:93585500-93585600	0	1
chr17:93888860-93888960	0	1
chr17:94656940-94657040	0	1
chr19:9376-9476	0	0
chr19:1830172-1830272	0	0
chr19:2160322-2160422	0	0
chr19:6038884-6038984	0	0
chr19:6945571-6945671	0	0
chr19:7384965-7385065	0	0
chr19:7570089-7570189	0	1
chr19:11391003-11391103	0	0
chr19:11581948-11582048	0	1
chr19:12262237-12262337	0	1
chr19:12667704-12667804	0	1
chr19:12841266-12841366	0	1
chr19:14250823-14250923	1	0
chr19:15266602-15266702	1	0
chr19:16780470-16780570	1	0
chr19:18367844-18367944	0	0
chr19:20981139-20981239	1	0
chr19:21257094-21257194	0	0
chr19:21604628-21604728	1	0
chr19:22922613-22922713	0	1
chr19:23575912-23576012	0	0
chr19:23594459-23594559	0	0
chr19:24727717-24727817	0	1
chr19:28411822-28411922	0	1
chr19:28855474-28855574	0	0
chr19:28863978-28864078	1	0
chr19:29620906-29621006	1	0
chr19:29818013-29818113	1	0
chr19:31565487-31565587	1	0
chr19:31654511-31654611	1	0
chr19:32307215-32307315	0	1
chr19:32493054-32493154	1	0
chr19:32627271-32627371	1	0
chr19:32704856-32704956	0	1
chr19:33458400-33458500	1	0
chr19:33726552-33726652	1	0
chr19:34997998-34998098	1	0
chr19:35175996-35176096	0	1
chr19:35326175-35326275	0	1
chr19:35520457-35520557	0	1
chr19:36232954-36233054	1	0
chr19:36639469-36639569	0	1
chr19:39607354-39607454	0	1
chr19:39713980-39714080	1	0
chr19:41535482-41535582	0	0
chr19:42306414-42306514	1	0
chr19:42615678-42615778	1	0
chr19:42818442-42818542	1	0
chr19:43285133-43285233	1	0
chr19:46432952-46433052	0	1
chr19:47778803-47778903	0	1
chr19:50135241-50135341	0	0
chr19:50605910-50606010	0	1
chr19:50968484-50968584	0	0
chr19:52473414-52473514	1	0
chr19:53453719-53453819	0	0
chr19:53964849-53964949	0	1
chr19:54243521-54243621	1	0
chr19:54764019-54764119	1	0
chr19:55659049-55659149	0	0
chr19:55733991-55734091	0	0
chr19:58846463-58846563	1	0
chr19:60436339-60436439	0	1
chr19:60676452-60676552	0	1
chr2:1318542-1318642	0	0
chr2:3046178-3046278	0	1
chr2:3808403-3808503	1	0
chr2:4634198-4634298	1	0
chr2:5382211-5382311	1	0
chr2:6044665-6044765	0	0
chr2:6672285-6672385	0	1
chr2:7305996-7306096	0	1
chr2:7718806-7718906	0	0
chr2:8122854-8122954	0	1
chr2:8305424-8305524	0	0
chr2:8955098-8955198	0	0
chr2:9021343-9021443	0	0
chr2:9287278-9287378	1	0
chr2:9438193-9438293	0	1
chr2:9525272-9525372	0	1
chr2:10984566-10984666	0	0
chr2:10994612-10994712	0	1
chr2:12090909-12091009	0	1
chr2:14323651-14323751	1	0
chr2:14491967-14492067	0	0
chr2:14768797-14768897	1	0
chr2:14869098-14869198	0	1
chr2:14930745-14930845	0	1
chr2:15140571-15140671	0	1
chr2:15532775-15532875	0	0
chr2:15757083-15757183	0	1
chr2:17225611-17225711	0	0
chr2:17974697-17974797	0	1
chr2:18255317-18255417	1	0
chr2:18261384-18261484	1	0
chr2:19376852-19376952	0	1
chr2:20003737-20003837	0	0
chr2:20997233-20997333	0	0
chr2:21372394-21372494	0	1
chr2:21426376-21426476	0	1
chr2:22464604-22464704	0	1
chr2:22891819-22891919	0	1
chr2:23918834-23918934	0	1
chr2:24669437-24669537	0	1
chr2:26562421-26562521	0	1
chr2:27768828-27768928	0	0
chr2:27928993-27929093	0	0
chr2:28643387-28643487	0	0
chr2:33931079-33931179	1	0
chr2:34075559-34075659	0	1
chr2:34385363-34385463	0	1
chr2:36564005-36564105	0	0
chr2:37281098-37281198	1	0
chr2:37348110-37348210	0	1
chr2:37931856-37931956	1	0
chr2:37997341-37997441	1	0
chr2:38820861-38820961	0	0
chr2:39002672-39002772	0	1
chr2:39310907-39311007	0	1
chr2:40350815-40350915	0	1
chr2:41651201-41651301	1	0
chr2:42091306-42091406	0	0
chr2:42433673-42433773	1	0
chr2:42604443-42604543	1	0
chr2:43424234-43424334	0	1
chr2:43958679-43958779	0	0
chr2:44783737-44783837	0	1
chr2:45549089-45549189	0	1
chr2:45936317-45936417	0	1
chr2:46003650-46003750	0	1
chr2:46551128-46551228	0	0
chr2:46659404-46659504	1	0
chr2:48360218-48360318	0	0
chr2:48810851-48810951	0	1
chr2:49378793-49378893	0	0
chr2:49575927-49576027	1	0
chr2:50903665-50903765	0	1
chr2:51071778-51071878	0	0
chr2:51229966-51230066	1	0
chr2:51820033-51820133	0	1
chr2:52571141-52571241	1	0
chr2:52936790-52936890	0	0
chr2:53309567-53309667	0	0
chr2:53968477-53968577	0	1
chr2:54961474-54961574	0	0
chr2:55159646-55159746	0	1
chr2:55378115-55378215	0	1
chr2:55420683-55420783	0	1
chr2:55979254-55979354	1	0
chr2:56119225-56119325	1	0
chr2:57212024-57212124	0	0
chr2:57733188-57733288	0	1
chr2:57788990-57789090	0	1
chr2:58604181-58604281	0	1
chr2:59851533-59851633	0	1
chr2:60318899-60318999	0	0
chr2:60573533-60573633	0	1
chr2:60826434-60826534	0	1
chr2:61179179-61179279	1	0
chr2:61693439-61693539	0	0
chr2:61939611-61939711	0	0
chr2:62391480-62391580	1	0
chr2:62753845-62753945	0	0
chr2:63102722-63102822	0	0
chr2:63838057-63838157	0	1
chr2:64182463-64182563	0	0
chr2:64261568-64261668	0	1
chr2:64409088-64409188	1	0
chr2:64442458-64442558	1	0
chr2:65216801-65216901	1	0
chr2:65653905-65654005	0	0
chr2:65824931-65825031	1	0
chr2:66040884-66040984	1	0
chr2:66243349-66243449	0	1
chr2:66373854-66373954	1	0
chr2:66376507-66376607	1	0
chr2:66385922-66386022	1	0
chr2:66511038-66511138	1	0
chr2:67057806-67057906	0	1
chr2:68119073-68119173	0	0
chr2:70578720-70578820	0	1
chr2:71253965-71254065	1	0
chr2:72215937-72216037	1	0
chr2:72505422-72505522	0	0
chr2:72546043-72546143	0	1
chr2:75094132-75094232	1	0
chr2:76058288-76058388	0	1
chr2:76395210-76395310	0	1
chr2:76766798-76766898	1	0
chr2:76873980-76874080	1	0
chr2:76990767-76990867	1	0
chr2:77057131-77057231	0	1
chr2:77171906-77172006	1	0
chr2:77611849-77611949	0	0
chr2:78090142-78090242	0	0
chr2:78136380-78136480	0	1
chr2:79910052-79910152	0	0
chr2:80250178-80250278	1	0
chr2:81450251-81450351	0	1
chr2:82687407-82687507	0	1
chr2:83782987-83783087	1	0
chr2:84315315-84315415	0	1
chr2:85890288-85890388	1	0
chr2:86989029-86989129	1	0
chr2:87038176-87038276	0	0
chr2:87256185-87256285	0	0
chr2:87399790-87399890	0	0
chr2:89317352-89317452	0	1
chr2:89565993-89566093	1	0
chr2:89885691-89885791	0	0
chr2:92044794-92044894	1	0
chr2:92906887-92906987	0	0
chr2:93021838-93021938	1	0
chr2:95095888-95095988	0	0
chr2:95520722-95520822	0	0
chr2:96042744-96042844	0	0
chr2:98617869-98617969	0	1
chr2:98973895-98973995	0	0
chr2:100439342-100439442	1	0
chr2:100711795-100711895	0	1
chr2:101077408-101077508	0	1
chr2:101105834-101105934	0	1
chr2:101206983-101207083	0	0
chr2:102102641-102102741	0	0
chr2:103883328-103883428	1	0
chr2:104188329-104188429	0	0
chr2:104723638-104723738	0	0
chr2:104728487-104728587	1	0
chr2:105344414-105344514	0	1
chr2:105446704-105446804	0	0
chr2:105663150-105663250	0	0
chr2:106001600-106001700	1	0
chr2:106530233-106530333	0	0
chr2:106592179-106592279	0	1
chr2:106840399-106840499	0	1
chr2:107170932-107171032	0	1
chr2:107458860-107458960	1	0
chr2:108733176-108733276	0	1
chr2:109293500-109293600	0	1
chr2:110517957-110518057	0	1
chr2:110905438-110905538	1	0
chr2:111695761-111695861	0	0
chr2:112608536-112608636	1	0
chr2:112781889-112781989	0	1
chr2:115255778-115255878	0	1
chr2:115329197-115329297	0	0
chr2:115591700-115591800	1	0
chr2:115885966-115886066	0	1
chr2:116664595-116664695	0	1
chr2:117355975-117356075	0	0
chr2:117800899-117800999	0	1
chr2:118197284-118197384	1	0
chr2:118589768-118589868	0	0
chr2:119248103-119248203	1	0
chr2:120815946-120816046	0	0
chr2:120846354-120846454	0	1
chr2:121011806-121011906	0	1
chr2:121769986-121770086	0	0
chr2:122499141-122499241	0	0
chr2:122864185-122864285	0	0
chr2:122898619-122898719	0	0
chr2:123303166-123303266	0	1
chr2:123931399-123931499	0	1
chr2:123969055-123969155	0	0
chr2:123969967-123970067	1	0
chr2:124206344-124206444	1	0
chr2:125664687-125664787	0	1
chr2:128204515-128204615	0	1
chr2:128625213-128625313	0	0
chr2:134052082-134052182	1	0
chr2:134208002-134208102	1	0
chr2:135416070-135416170	0	1
chr2:136556821-136556921	0	1
chr2:136810541-136810641	0	1
chr2:137677028-137677128	1	0
chr2:138468519-138468619	0	1
chr2:138495275-138495375	1	0
chr2:138753659-138753759	0	1
chr2:139071156-139071256	1	0
chr2:139537590-139537690	0	1
chr2:140162329-140162429	0	1
chr2:140224059-140224159	0	1
chr2:140674989-140675089	0	0
chr2:140833132-140833232	0	1
chr2:140911044-140911144	0	0
chr2:141663201-141663301	1	0
chr2:142422252-142422352	0	0
chr2:146782068-146782168	0	1
chr2:147225874-147225974	0	1
chr2:148544973-148545073	1	0
chr2:149068187-149068287	1	0
chr2:152219159-152219259	0	0
chr2:152833565-152833665	0	0
chr2:153614204-153614304	0	0
chr2:154163728-154163828	0	0
chr2:155992431-155992531	1	0
chr2:156096309-156096409	0	0
chr2:157540478-157540578	0	1
chr2:159427346-159427446	1	0
chr2:160729403-160729503	0	0
chr2:161239751-161239851	1	0
chr2:162813111-162813211	0	0
chr2:165250492-165250592	0	0
chr2:168146908-168147008	0	0
chr2:168943506-168943606	1	0
chr2:169958507-169958607	0	1
chr2:171704299-171704399	0	1
chr2:176924731-176924831	1	0
chr2:176977182-176977282	0	1
chr2:177120616-177120716	1	0
chr2:177205649-177205749	0	1
chr2:177856084-177856184	0	0
chr3:523605-523705	0	0
chr3:3329336-3329436	1	0
chr3:3905825-3905925	0	1
chr3:5138109-5138209	0	1
chr3:5189266-5189366	0	1
chr3:5622778-5622878	0	1
chr3:5736998-5737098	1	0
chr3:5876670-5876770	0	1
chr3:7130134-7130234	1	0
chr3:7331006-7331106	0	1
chr3:7491849-7491949	1	0
chr3:8773121-8773221	0	0
chr3:9050159-9050259	0	0
chr3:10719977-10720077	0	1
chr3:10997943-10998043	1	0
chr3:14091560-14091660	0	1
chr3:14116822-14116922	0	1
chr3:14449020-14449120	0	1
chr3:14688058-14688158	1	0
chr3:14945787-14945887	0	1
chr3:15869901-15870001	0	1
chr3:16331508-16331608	0	1
chr3:16422348-16422448	0	1
chr3:16480500-16480600	0	1
chr3:17017431-17017531	0	0
chr3:17391319-17391419	0	1
chr3:17648044-17648144	0	1
chr3:18288279-18288379	0	1
chr3:18664021-18664121	1	0
chr3:19096641-19096741	0	0
chr3:19584994-19585094	0	1
chr3:19756936-19757036	0	1
chr3:19834774-19834874	0	1
chr3:20410013-20410113	0	0
chr3:21145655-21145755	0	0
chr3:21896443-21896543	1	0
chr3:22781589-22781689	0	0
chr3:23317662-23317762	1	0
chr3:23452087-23452187	0	1
chr3:23956717-23956817	0	1
chr3:25652560-25652660	1	0
chr3:26074144-26074244	0	0
chr3:26623119-26623219	1	0
chr3:29238914-29239014	0	0
chr3:29614423-29614523	0	1
chr3:29949935-29950035	0	1
chr3:30401323-30401423	0	1
chr3:30707245-30707345	0	0
chr3:32023508-32023608	0	0
chr3:33549187-33549287	1	0
chr3:36802746-36802846	0	1
chr3:37383061-37383161	0	1
chr3:38063239-38063339	0	0
chr3:38887028-38887128	1	0
chr3:39919492-39919592	1	0
chr3:40480692-40480792	0	1
chr3:41163825-41163925	1	0
chr3:42564844-42564944	0	0
chr3:43983571-43983671	0	0
chr3:46956395-46956495	1	0
chr3:46967768-46967868	0	0
chr3:47474479-47474579	1	0
chr3:47537833-47537933	1	0
chr3:47945688-47945788	1	0
chr3:47989102-47989202	0	1
chr3:48200142-48200242	1	0
chr3:48347571-48347671	0	1
chr3:49301703-49301803	0	0
chr3:49722871-49722971	0	0
chr3:51718448-51718548	0	0
chr3:52441643-52441743	0	0
chr3:53911310-53911410	0	1
chr3:54385017-54385117	0	0
chr3:54527953-54528053	0	1
chr3:56477820-56477920	0	1
chr3:56495872-56495972	0	1
chr3:56848827-56848927	1	0
chr3:56882102-56882202	0	0
chr3:57529653-57529753	0	1
chr3:60031510-60031610	1	0
chr3:60614785-60614885	1	0
chr3:61142802-61142902	0	1
chr3:61691701-61691801	0	1
chr3:62032316-62032416	1	0
chr3:62085940-62086040	0	1
chr3:63165220-63165320	1	0
chr3:63209014-63209114	1	0
chr3:63292775-63292875	0	1
chr3:64067552-64067652	1	0
chr3:64645968-64646068	0	1
chr3:66799554-66799654	0	0
chr3:66988480-66988580	1	0
chr3:67032327-67032427	1	0
chr3:67198596-67198696	1	0
chr3:67467220-67467320	1	0
chr3:68246108-68246208	1	0
chr3:69019864-69019964	1	0
chr3:69779486-69779586	1	0
chr3:75063065-75063165	0	0
chr3:75112301-75112401	0	0
chr3:75610309-75610409	1	0
chr3:76385441-76385541	0	0
chr3:76785912-76786012	0	0
chr3:80581299-80581399	0	0
chr3:82424054-82424154	0	1
chr3:83637602-83637702	0	1
chr3:84754400-84754500	1	0
chr3:87296976-87297076	1	0
chr3:87307803-87307903	0	0
chr3:88912075-88912175	0	0
chr3:89451494-89451594	0	1
chr3:91646284-91646384	0	1
chr3:92108510-92108610	0	1
chr3:92426015-92426115	0	1
chr3:94625781-94625881	0	1
chr3:95875750-95875850	0	0
chr3:99819887-99819987	0	1
chr3:100190314-100190414	0	1
chr3:103990311-103990411	1	0
chr3:104303655-104303755	1	0
chr3:105429028-105429128	0	0
chr3:105905552-105905652	0	1
chr3:106651148-106651248	0	0
chr3:106716256-106716356	0	0
chr3:108294725-108294825	0	0
chr3:108957691-108957791	0	0
chr3:109145855-109145955	0	0
chr3:109303349-109303449	0	0
chr3:109357959-109358059	1	0
chr3:109554872-109554972	0	1
chr3:110730487-110730587	0	0
chr3:110996898-110996998	0	0
chr3:111135903-111136003	0	0
chr3:113190276-113190376	0	0
chr3:113339655-113339755	0	0
chr3:114743637-114743737	1	0
chr3:114938239-114938339	1	0
chr3:114942368-114942468	1	0
chr3:115118574-115118674	0	0
chr3:116420667-116420767	0	1
chr3:118400351-118400451	0	1
chr3:118780149-118780249	0	1
chr3:120279319-120279419	0	0
chr3:122139262-122139362	1	0
chr3:122873419-122873519	1	0
chr3:123466085-123466185	1	0
chr3:124014571-124014671	0	1
chr3:124030249-124030349	1	0
chr3:124316236-124316336	0	0
chr3:125794659-125794759	0	1
chr3:126335402-126335502	1	0
chr3:126511605-126511705	0	1
chr3:126875777-126875877	0	1
chr3:126960649-126960749	0	1
chr3:127166931-127167031	1	0
chr3:127571853-127571953	0	1
chr3:127572054-127572154	1	0
chr3:127683968-127684068	0	0
chr3:128067559-128067659	1	0
chr3:129830188-129830288	0	0
chr3:129986719-129986819	0	1
chr3:131109123-131109223	0	0
chr3:132378041-132378141	1	0
chr3:132694598-132694698	0	1
chr3:134163272-134163372	0	0
chr3:134425796-134425896	1	0
chr3:135038202-135038302	1	0
chr3:135918552-135918652	1	0
chr3:136389497-136389597	0	0
chr3:136706212-136706312	0	1
